z;id;descricao;id;descricao
100415435622063783;1;Platform games;9;Metroidvania
103257397597966991;51;Christian game;34;Turn-based tactics (TBT)
112331815622137290;4;Beat em up games;41;MMO
120205713103191437;39;Competitive;29;Real-time strategy (RTS)
120839794425353648;36;Grand strategy wargame;40;Sports-based fighting
132299163533692526;25;Life simulation;10;Text adventures
135667528420420991;45;Logic game;37;Racing
140947532507701458;16;MMORPG;28;Artillery game
141359478229600613;15;Action RPG;47;Board game / Card game
146068794592311834;4;Beat em up games;43;Party game
168381706726987333;1;Platform games;7;Rhythm games
173710800904482093;52;Educational game;18;Tactical RPG
181461928374707827;52;Educational game;37;Racing
207185060067734561;6;Survival games;14;Real-time 3D adventures
212069606583077582;3;Fighting games;44;Programming game
221118583500282356;52;Educational game;25;Life simulation
227739457246857822;55;Personalized game;44;Programming game
235196548834893071;20;First-person party-based RPG;37;Racing
243674864535341868;45;Logic game;24;Construction and management simulation
248113459887559420;16;MMORPG;31;Multiplayer online battle arena (MOBA)
248842552545803873;53;Electronic sports;6;Survival games
254239037235143503;24;Construction and management simulation;36;Grand strategy wargame
262660773995061793;33;Turn-based strategy (TBS);12;Visual novels
265750909575606480;56;Serious game;51;Christian game
268800395106696704;1;Platform games;44;Programming game
279593368912947303;10;Text adventures;46;Trivia game
283640678579708705;14;Real-time 3D adventures;47;Board game / Card game
286344176676427787;33;Turn-based strategy (TBS);34;Turn-based tactics (TBT)
289404316002369265;27;4X game;22;Choices
294570792548906881;36;Grand strategy wargame;15;Action RPG
295684429533928855;42;Casual games;35;Wargame
296199509082681990;20;First-person party-based RPG;32;Tower defense
300223406144832089;23;Fantasy;33;Turn-based strategy (TBS)
305186623491304774;21;Cultural differences;53;Electronic sports
305493054144955027;54;Exergame;44;Programming game
305854926348644056;1;Platform games;54;Exergame
307886857323760873;23;Fantasy;5;Stealth game
308076714167943541;47;Board game / Card game;55;Personalized game
321808595081968797;11;Graphic adventures;48;Advergame
339237924216063768;3;Fighting games;36;Grand strategy wargame
341163501789961997;39;Competitive;6;Survival games
348203260428698323;28;Artillery game;55;Personalized game
349574779598678319;54;Exergame;43;Party game
353669396283957213;30;Real-time tactics (RTT);21;Cultural differences
357317953068614142;31;Multiplayer online battle arena (MOBA);34;Turn-based tactics (TBT)
358560667112791320;3;Fighting games;22;Choices
361147209155312063;13;Interactive movie;42;Casual games
375445258387692969;8;Survival horror;50;Casual game
376228283133717924;33;Turn-based strategy (TBS);15;Action RPG
386392036932592686;3;Fighting games;2;Shooter games
396199125170693674;41;MMO;30;Real-time tactics (RTT)
397895409241530536;54;Exergame;36;Grand strategy wargame
403725934876244122;22;Choices;40;Sports-based fighting
411530626554704068;47;Board game / Card game;22;Choices
416053417671568684;50;Casual game;46;Trivia game
416556786732601465;55;Personalized game;30;Real-time tactics (RTT)
419464430775456507;35;Wargame;7;Rhythm games
437755229306521439;47;Board game / Card game;40;Sports-based fighting
440579680305149847;38;Sports game;45;Logic game
443116329195497192;43;Party game;33;Turn-based strategy (TBS)
443440409058083542;46;Trivia game;6;Survival games
444145047839889360;24;Construction and management simulation;24;Construction and management simulation
444327485205618257;1;Platform games;21;Cultural differences
444837113484409404;21;Cultural differences;18;Tactical RPG
447251280090247908;51;Christian game;30;Real-time tactics (RTT)
461157400963050219;35;Wargame;55;Personalized game
469055937515849979;44;Programming game;41;MMO
472152427353192728;38;Sports game;37;Racing
474198042001656795;4;Beat em up games;22;Choices
492876303242953811;55;Personalized game;16;MMORPG
493523348162208494;47;Board game / Card game;18;Tactical RPG
506129894574135839;11;Graphic adventures;13;Interactive movie
509452181966185804;22;Choices;43;Party game
512225605730231727;4;Beat em up games;10;Text adventures
525971007104362679;56;Serious game;27;4X game
542387068980697259;15;Action RPG;10;Text adventures
542631065221939393;2;Shooter games;53;Electronic sports
542920806950372202;51;Christian game;31;Multiplayer online battle arena (MOBA)
548295733544440875;20;First-person party-based RPG;23;Fantasy
562609048469621305;34;Turn-based tactics (TBT);46;Trivia game
572550741956144783;8;Survival horror;9;Metroidvania
574413662991649291;23;Fantasy;38;Sports game
575443728677223606;11;Graphic adventures;3;Fighting games
579137401953443226;12;Visual novels;39;Competitive
587124191216437272;28;Artillery game;52;Educational game
595266123013935532;15;Action RPG;37;Racing
607730984456004914;2;Shooter games;1;Platform games
608976840860797977;30;Real-time tactics (RTT);34;Turn-based tactics (TBT)
609946230522464849;28;Artillery game;45;Logic game
624020379440672134;37;Racing;51;Christian game
624485253937251842;41;MMO;21;Cultural differences
624785498136056155;36;Grand strategy wargame;16;MMORPG
626891990634232064;7;Rhythm games;16;MMORPG
634816224754393672;5;Stealth game;53;Electronic sports
643464452925792327;31;Multiplayer online battle arena (MOBA);44;Programming game
644494228655311992;52;Educational game;43;Party game
660656726020614900;33;Turn-based strategy (TBS);28;Artillery game
665719594495506462;5;Stealth game;49;Art game
665955309737746486;23;Fantasy;35;Wargame
666046096329202864;43;Party game;35;Wargame
668653524962274942;25;Life simulation;43;Party game
668935657045240726;41;MMO;40;Sports-based fighting
668939197218953915;50;Casual game;1;Platform games
672939520642716532;53;Electronic sports;26;Vehicle simulation
673704610699742220;9;Metroidvania;14;Real-time 3D adventures
680063785836431041;11;Graphic adventures;8;Survival horror
697164920492937574;33;Turn-based strategy (TBS);27;4X game
697924439068393511;14;Real-time 3D adventures;15;Action RPG
709629060852212240;34;Turn-based tactics (TBT);16;MMORPG
712970968351072343;30;Real-time tactics (RTT);3;Fighting games
734852620976503794;51;Christian game;54;Exergame
738342689459890539;42;Casual games;41;MMO
746973931288253140;34;Turn-based tactics (TBT);23;Fantasy
748717445844353185;13;Interactive movie;30;Real-time tactics (RTT)
752750834570810765;10;Text adventures;6;Survival games
755347996247955205;14;Real-time 3D adventures;16;MMORPG
758748052473223884;14;Real-time 3D adventures;53;Electronic sports
759173744920478976;4;Beat em up games;5;Stealth game
761438774818465632;34;Turn-based tactics (TBT);42;Casual games
773971877287642311;20;First-person party-based RPG;15;Action RPG
779782850146529914;20;First-person party-based RPG;7;Rhythm games
784283337579342534;16;MMORPG;50;Casual game
797565570198747689;17;Roguelikes;32;Tower defense
806048063070530900;27;4X game;21;Cultural differences
850549181226859342;4;Beat em up games;9;Metroidvania
852121633299758696;7;Rhythm games;36;Grand strategy wargame
853646310099714584;48;Advergame;14;Real-time 3D adventures
854805646410779891;11;Graphic adventures;29;Real-time strategy (RTS)
872284878334935162;5;Stealth game;14;Real-time 3D adventures
872417258095143699;9;Metroidvania;42;Casual games
884563507549391590;6;Survival games;10;Text adventures
886933895838619865;49;Art game;33;Turn-based strategy (TBS)
889006616911581448;45;Logic game;21;Cultural differences
898893687382100524;44;Programming game;14;Real-time 3D adventures
899272075920524745;47;Board game / Card game;11;Graphic adventures
904143170063635901;8;Survival horror;35;Wargame
921581520964843636;23;Fantasy;17;Roguelikes
925644350876156213;47;Board game / Card game;46;Trivia game
928895886495605952;24;Construction and management simulation;38;Sports game
930350095005199302;12;Visual novels;33;Turn-based strategy (TBS)
938748475148225253;15;Action RPG;28;Artillery game
952926667656465085;48;Advergame;47;Board game / Card game
962118171971984067;45;Logic game;39;Competitive
980818552282054999;14;Real-time 3D adventures;38;Sports game
988729281226167678;27;4X game;36;Grand strategy wargame
993152971666080622;26;Vehicle simulation;39;Competitive
995682574591469487;17;Roguelikes;44;Programming game
996004449666088369;36;Grand strategy wargame;1;Platform games
996987049081596063;11;Graphic adventures;9;Metroidvania
1003712399246971978;26;Vehicle simulation;31;Multiplayer online battle arena (MOBA)
1005396716122793622;3;Fighting games;55;Personalized game
1006634190816764702;21;Cultural differences;50;Casual game
1009378005034441664;12;Visual novels;31;Multiplayer online battle arena (MOBA)
1013957234276214947;36;Grand strategy wargame;35;Wargame
1023106246116278687;39;Competitive;23;Fantasy
1039382847693737063;30;Real-time tactics (RTT);22;Choices
1041334840653930435;32;Tower defense;39;Competitive
1054598645970329340;54;Exergame;46;Trivia game
1055707157390785786;51;Christian game;50;Casual game
1056766236316187571;34;Turn-based tactics (TBT);33;Turn-based strategy (TBS)
1057513834804456344;34;Turn-based tactics (TBT);49;Art game
1065274031309828946;43;Party game;31;Multiplayer online battle arena (MOBA)
1074386358911840348;4;Beat em up games;18;Tactical RPG
1078665470884088749;2;Shooter games;30;Real-time tactics (RTT)
1083215851405304751;23;Fantasy;52;Educational game
1088165800109933181;26;Vehicle simulation;12;Visual novels
1088836918814972651;52;Educational game;42;Casual games
1096691868019074822;11;Graphic adventures;54;Exergame
1106901484378289233;32;Tower defense;18;Tactical RPG
1129964300347479776;49;Art game;10;Text adventures
1132842687529930392;18;Tactical RPG;35;Wargame
1145372330683969840;22;Choices;16;MMORPG
1161020961190131587;35;Wargame;46;Trivia game
1166225210763381442;13;Interactive movie;10;Text adventures
1166613280036135883;35;Wargame;21;Cultural differences
1168515866956134942;56;Serious game;26;Vehicle simulation
1170883770854000186;34;Turn-based tactics (TBT);8;Survival horror
1175115693333179549;17;Roguelikes;28;Artillery game
1179631020037286485;23;Fantasy;20;First-person party-based RPG
1182654654049268053;25;Life simulation;38;Sports game
1185651479868209273;4;Beat em up games;19;Sandbox RPG
1192721761025521138;24;Construction and management simulation;33;Turn-based strategy (TBS)
1214741931149130963;55;Personalized game;6;Survival games
1218195082078109929;47;Board game / Card game;43;Party game
1218392316047532585;45;Logic game;31;Multiplayer online battle arena (MOBA)
1220678582246554015;35;Wargame;47;Board game / Card game
1224352883995581553;4;Beat em up games;21;Cultural differences
1225807812349818273;56;Serious game;54;Exergame
1228950355809034722;40;Sports-based fighting;48;Advergame
1229155015945812481;7;Rhythm games;11;Graphic adventures
1237489693335855121;24;Construction and management simulation;47;Board game / Card game
1246987596281086809;34;Turn-based tactics (TBT);31;Multiplayer online battle arena (MOBA)
1247616026415868238;9;Metroidvania;37;Racing
1247750840030013745;53;Electronic sports;10;Text adventures
1261200265246239865;34;Turn-based tactics (TBT);20;First-person party-based RPG
1264265383259495943;49;Art game;4;Beat em up games
1277165621780115517;10;Text adventures;44;Programming game
1283784081763362747;9;Metroidvania;45;Logic game
1296757644716362305;6;Survival games;23;Fantasy
1297236720484008051;29;Real-time strategy (RTS);18;Tactical RPG
1315509559180680410;26;Vehicle simulation;15;Action RPG
1317815429770385773;32;Tower defense;35;Wargame
1319871275869819965;10;Text adventures;23;Fantasy
1320623725928449315;47;Board game / Card game;36;Grand strategy wargame
1324301945822773715;3;Fighting games;27;4X game
1326241604982192871;41;MMO;29;Real-time strategy (RTS)
1339601542452972574;10;Text adventures;40;Sports-based fighting
1342689115931240301;30;Real-time tactics (RTT);15;Action RPG
1343357203715513578;4;Beat em up games;13;Interactive movie
1345683761706164988;18;Tactical RPG;39;Competitive
1352426896348597219;54;Exergame;19;Sandbox RPG
1356273307159408907;56;Serious game;55;Personalized game
1361870396468051011;23;Fantasy;2;Shooter games
1374615004708992307;29;Real-time strategy (RTS);39;Competitive
1377434189709330662;19;Sandbox RPG;19;Sandbox RPG
1378142220578000805;24;Construction and management simulation;28;Artillery game
1381004957227772993;42;Casual games;10;Text adventures
1381066736470809101;33;Turn-based strategy (TBS);52;Educational game
1400836881930689168;44;Programming game;16;MMORPG
1401305966292294634;36;Grand strategy wargame;3;Fighting games
1402983691859394673;53;Electronic sports;36;Grand strategy wargame
1409088204391747148;42;Casual games;42;Casual games
1412963713206678485;43;Party game;21;Cultural differences
1416443402157884332;51;Christian game;33;Turn-based strategy (TBS)
1417827867451376921;39;Competitive;15;Action RPG
1420352986498803797;9;Metroidvania;38;Sports game
1444120031771201159;54;Exergame;30;Real-time tactics (RTT)
1447169406697540273;54;Exergame;38;Sports game
1454070310514559546;19;Sandbox RPG;24;Construction and management simulation
1455276536402636899;2;Shooter games;43;Party game
1457479128471978629;37;Racing;36;Grand strategy wargame
1459684530482711066;23;Fantasy;18;Tactical RPG
1468033778451119031;15;Action RPG;20;First-person party-based RPG
1473401940679736955;49;Art game;28;Artillery game
1474868579723029198;8;Survival horror;14;Real-time 3D adventures
1487407492792761355;16;MMORPG;48;Advergame
1487496380947668445;48;Advergame;44;Programming game
1503212315808970643;55;Personalized game;9;Metroidvania
1510352510721024068;42;Casual games;32;Tower defense
1512247910751175300;40;Sports-based fighting;11;Graphic adventures
1524081053775028504;41;MMO;56;Serious game
1528796437803736680;16;MMORPG;1;Platform games
1532184750320432103;56;Serious game;42;Casual games
1535420489389012261;30;Real-time tactics (RTT);48;Advergame
1537152226166344746;16;MMORPG;47;Board game / Card game
1539030395235288202;38;Sports game;10;Text adventures
1543790119722156631;12;Visual novels;43;Party game
1544039891624711714;45;Logic game;9;Metroidvania
1547121091532170926;39;Competitive;40;Sports-based fighting
1552397062953746811;6;Survival games;5;Stealth game
1567360624816145807;44;Programming game;44;Programming game
1574585495117396662;5;Stealth game;6;Survival games
1577902798151302911;24;Construction and management simulation;6;Survival games
1578299764863154222;8;Survival horror;24;Construction and management simulation
1579713142276608784;41;MMO;51;Christian game
1593368469736076062;37;Racing;43;Party game
1604790274609398765;6;Survival games;44;Programming game
1608255405217921263;49;Art game;5;Stealth game
1612472939419941842;5;Stealth game;24;Construction and management simulation
1617342886622365315;36;Grand strategy wargame;54;Exergame
1622911583058319594;51;Christian game;6;Survival games
1630413748896155524;25;Life simulation;2;Shooter games
1633843609665286083;53;Electronic sports;1;Platform games
1637469939145484053;14;Real-time 3D adventures;11;Graphic adventures
1644079138943233419;55;Personalized game;47;Board game / Card game
1644135884613305946;31;Multiplayer online battle arena (MOBA);16;MMORPG
1650170871518264073;9;Metroidvania;56;Serious game
1658677590169494576;2;Shooter games;18;Tactical RPG
1673600660893726738;38;Sports game;20;First-person party-based RPG
1674457246521376104;55;Personalized game;22;Choices
1682000532475159096;22;Choices;32;Tower defense
1685413942031637969;4;Beat em up games;35;Wargame
1688830981990017986;49;Art game;11;Graphic adventures
1693461018537094347;13;Interactive movie;13;Interactive movie
1699713430146673188;32;Tower defense;6;Survival games
1700623114439157846;42;Casual games;28;Artillery game
1700640429392096459;25;Life simulation;49;Art game
1701262099089642863;52;Educational game;47;Board game / Card game
1706137609024473808;35;Wargame;19;Sandbox RPG
1713243238450373661;17;Roguelikes;29;Real-time strategy (RTS)
1718989880013967958;8;Survival horror;11;Graphic adventures
1719576713250921961;49;Art game;38;Sports game
1726132711046333347;50;Casual game;41;MMO
1729263314347102139;13;Interactive movie;37;Racing
1731058579985638183;25;Life simulation;53;Electronic sports
1742313424767130700;31;Multiplayer online battle arena (MOBA);20;First-person party-based RPG
1749489777088994839;30;Real-time tactics (RTT);42;Casual games
1751906165306406087;46;Trivia game;47;Board game / Card game
1761359466967142048;48;Advergame;48;Advergame
1769837278977084701;51;Christian game;32;Tower defense
1787998140824398467;6;Survival games;48;Advergame
1805336192895012982;17;Roguelikes;41;MMO
1819444024824952112;45;Logic game;3;Fighting games
1831036496459366881;34;Turn-based tactics (TBT);12;Visual novels
1837054788983281569;3;Fighting games;50;Casual game
1837515317598953931;6;Survival games;52;Educational game
1838835855858803044;13;Interactive movie;52;Educational game
1849145200800371825;27;4X game;28;Artillery game
1851605758211720006;45;Logic game;28;Artillery game
1860892390234532818;22;Choices;37;Racing
1864561320609115765;32;Tower defense;32;Tower defense
1865008457491515361;3;Fighting games;9;Metroidvania
1867615847772326787;8;Survival horror;30;Real-time tactics (RTT)
1874632379466643273;28;Artillery game;35;Wargame
1876798462777524818;37;Racing;56;Serious game
1882475061717374300;18;Tactical RPG;40;Sports-based fighting
1919322513723661151;10;Text adventures;50;Casual game
1924717389804345489;18;Tactical RPG;33;Turn-based strategy (TBS)
1932397744400634432;6;Survival games;34;Turn-based tactics (TBT)
1956304232553458872;29;Real-time strategy (RTS);36;Grand strategy wargame
1958501665835859354;26;Vehicle simulation;33;Turn-based strategy (TBS)
1965815396554898051;52;Educational game;29;Real-time strategy (RTS)
1966575925537475231;32;Tower defense;1;Platform games
1969457721292955297;18;Tactical RPG;28;Artillery game
1984923536464875819;40;Sports-based fighting;21;Cultural differences
1995488876122307087;40;Sports-based fighting;4;Beat em up games
1997783907486512816;47;Board game / Card game;16;MMORPG
1997804063991146970;26;Vehicle simulation;45;Logic game
2026129456607866656;19;Sandbox RPG;2;Shooter games
2036614043620162449;26;Vehicle simulation;35;Wargame
2036687556239350684;19;Sandbox RPG;25;Life simulation
2044382745526496555;9;Metroidvania;22;Choices
2044517781079612541;8;Survival horror;13;Interactive movie
2055020391391690655;55;Personalized game;28;Artillery game
2056983019263065996;5;Stealth game;42;Casual games
2064462955964672659;19;Sandbox RPG;54;Exergame
2066163260753884873;13;Interactive movie;28;Artillery game
2069070834763138769;33;Turn-based strategy (TBS);35;Wargame
2069769195918486049;49;Art game;42;Casual games
2070506030007333520;18;Tactical RPG;52;Educational game
2072491094028860228;30;Real-time tactics (RTT);47;Board game / Card game
2075439593506680764;17;Roguelikes;51;Christian game
2080511950916886023;3;Fighting games;21;Cultural differences
2085184293569642995;26;Vehicle simulation;30;Real-time tactics (RTT)
2098651082021707765;5;Stealth game;1;Platform games
2099500491078257153;56;Serious game;24;Construction and management simulation
2099929006599122205;38;Sports game;5;Stealth game
2100611222790734824;7;Rhythm games;21;Cultural differences
2109544558214545043;19;Sandbox RPG;1;Platform games
2110517982163224433;19;Sandbox RPG;14;Real-time 3D adventures
2114008527804546389;14;Real-time 3D adventures;43;Party game
2126606306366132301;10;Text adventures;5;Stealth game
2127461121721684317;45;Logic game;27;4X game
2130217431232269026;36;Grand strategy wargame;10;Text adventures
2144661634399468826;54;Exergame;28;Artillery game
2145105366511039077;17;Roguelikes;25;Life simulation
2145180227015994784;40;Sports-based fighting;54;Exergame
2155230949171364023;26;Vehicle simulation;27;4X game
2162707845191104914;17;Roguelikes;9;Metroidvania
2168398102759387749;42;Casual games;21;Cultural differences
2174925738246460942;12;Visual novels;2;Shooter games
2179938823478103605;35;Wargame;12;Visual novels
2187064130297146801;11;Graphic adventures;6;Survival games
2187133444786460116;23;Fantasy;24;Construction and management simulation
2194253999372498920;33;Turn-based strategy (TBS);40;Sports-based fighting
2194858563125819275;22;Choices;14;Real-time 3D adventures
2196364344820907120;50;Casual game;55;Personalized game
2200390048313420527;22;Choices;8;Survival horror
2203593518470822027;7;Rhythm games;42;Casual games
2207034512608066628;14;Real-time 3D adventures;6;Survival games
2210567148381264000;51;Christian game;43;Party game
2211678201162470545;34;Turn-based tactics (TBT);29;Real-time strategy (RTS)
2220510313953272041;9;Metroidvania;3;Fighting games
2232312916417997612;7;Rhythm games;8;Survival horror
2232971269849288935;20;First-person party-based RPG;35;Wargame
2234501451346767382;13;Interactive movie;11;Graphic adventures
2243956189758980228;2;Shooter games;52;Educational game
2249215862025655036;18;Tactical RPG;29;Real-time strategy (RTS)
2259464350790765791;37;Racing;37;Racing
2259699036890903306;41;MMO;36;Grand strategy wargame
2263264803803211098;25;Life simulation;6;Survival games
2267055642710570428;43;Party game;5;Stealth game
2278744897600313985;23;Fantasy;27;4X game
2282281646082862117;43;Party game;44;Programming game
2282448320965568370;51;Christian game;46;Trivia game
2287757108337255491;45;Logic game;30;Real-time tactics (RTT)
2288846226690264540;34;Turn-based tactics (TBT);3;Fighting games
2293750734445068434;50;Casual game;51;Christian game
2297511957201232317;3;Fighting games;18;Tactical RPG
2298513903608401250;56;Serious game;38;Sports game
2309331965103134644;7;Rhythm games;47;Board game / Card game
2311219016208551687;9;Metroidvania;4;Beat em up games
2311531173526704069;20;First-person party-based RPG;17;Roguelikes
2324942219309499875;25;Life simulation;9;Metroidvania
2328972717152395108;51;Christian game;14;Real-time 3D adventures
2332997226412470066;47;Board game / Card game;26;Vehicle simulation
2334166206543291506;48;Advergame;56;Serious game
2345877675710623916;16;MMORPG;40;Sports-based fighting
2360034977003561630;28;Artillery game;33;Turn-based strategy (TBS)
2360615979030583801;32;Tower defense;19;Sandbox RPG
2360776610723879034;44;Programming game;32;Tower defense
2361232467089150787;17;Roguelikes;12;Visual novels
2364285256950798701;21;Cultural differences;42;Casual games
2368826342938668865;32;Tower defense;34;Turn-based tactics (TBT)
2380617295307687649;18;Tactical RPG;45;Logic game
2382952240953881362;38;Sports game;36;Grand strategy wargame
2384828796808500146;23;Fantasy;12;Visual novels
2395074457568268736;32;Tower defense;48;Advergame
2395969688493979405;19;Sandbox RPG;15;Action RPG
2396539602479357091;30;Real-time tactics (RTT);25;Life simulation
2402864039819594947;39;Competitive;8;Survival horror
2415732104286867795;17;Roguelikes;40;Sports-based fighting
2423537801404643856;18;Tactical RPG;51;Christian game
2428674452693085346;43;Party game;51;Christian game
2429176784505579157;8;Survival horror;23;Fantasy
2430572360130502221;49;Art game;9;Metroidvania
2431759768411254139;32;Tower defense;55;Personalized game
2432457562330031898;35;Wargame;45;Logic game
2442740380176597355;7;Rhythm games;49;Art game
2444421618132891635;41;MMO;18;Tactical RPG
2447443683800420289;7;Rhythm games;31;Multiplayer online battle arena (MOBA)
2458191659249664078;27;4X game;37;Racing
2464431804933706428;40;Sports-based fighting;13;Interactive movie
2483085188500670145;19;Sandbox RPG;33;Turn-based strategy (TBS)
2483342338817318552;6;Survival games;56;Serious game
2486481402739701068;20;First-person party-based RPG;16;MMORPG
2487914200886113472;46;Trivia game;28;Artillery game
2489571733603962354;38;Sports game;15;Action RPG
2490361452233703121;4;Beat em up games;36;Grand strategy wargame
2493294732550656446;33;Turn-based strategy (TBS);20;First-person party-based RPG
2493565863919038205;28;Artillery game;11;Graphic adventures
2503675411689421268;24;Construction and management simulation;11;Graphic adventures
2510937328450679972;43;Party game;16;MMORPG
2524281203512290469;30;Real-time tactics (RTT);50;Casual game
2534702989187656550;3;Fighting games;51;Christian game
2554067358539836714;11;Graphic adventures;1;Platform games
2555268572439526866;11;Graphic adventures;2;Shooter games
2557606811320825824;41;MMO;5;Stealth game
2559257078829024279;14;Real-time 3D adventures;10;Text adventures
2566482092188268306;32;Tower defense;21;Cultural differences
2601063991102976021;19;Sandbox RPG;47;Board game / Card game
2605059274942234952;10;Text adventures;51;Christian game
2607671694264519161;46;Trivia game;36;Grand strategy wargame
2609462576154876735;21;Cultural differences;26;Vehicle simulation
2617812557694556028;21;Cultural differences;2;Shooter games
2622986702385659920;7;Rhythm games;27;4X game
2631091842893051380;56;Serious game;10;Text adventures
2631955687250003210;26;Vehicle simulation;23;Fantasy
2644253388389502829;22;Choices;19;Sandbox RPG
2646736665617251309;46;Trivia game;18;Tactical RPG
2653642551709631334;26;Vehicle simulation;4;Beat em up games
2654403111098531253;3;Fighting games;34;Turn-based tactics (TBT)
2654745230972262833;14;Real-time 3D adventures;40;Sports-based fighting
2656121365133293834;38;Sports game;11;Graphic adventures
2657396506004061640;48;Advergame;39;Competitive
2662407027414354537;55;Personalized game;51;Christian game
2673603765027361691;30;Real-time tactics (RTT);5;Stealth game
2696856222331724054;55;Personalized game;26;Vehicle simulation
2696986076352781073;15;Action RPG;55;Personalized game
2701102648808726937;40;Sports-based fighting;24;Construction and management simulation
2702699054240759488;51;Christian game;22;Choices
2724787040178748836;44;Programming game;28;Artillery game
2724932187187073180;27;4X game;26;Vehicle simulation
2754124856383832068;2;Shooter games;25;Life simulation
2759974289523774285;26;Vehicle simulation;44;Programming game
2761407885753439796;17;Roguelikes;27;4X game
2761483165179721960;22;Choices;5;Stealth game
2762570462203423410;2;Shooter games;37;Racing
2769311897736708274;30;Real-time tactics (RTT);23;Fantasy
2773147539028363031;3;Fighting games;45;Logic game
2773845453373362453;44;Programming game;8;Survival horror
2775387617026541678;39;Competitive;38;Sports game
2776121808484675287;39;Competitive;47;Board game / Card game
2783191145265837495;36;Grand strategy wargame;51;Christian game
2797780470192840868;52;Educational game;46;Trivia game
2804351704509879696;2;Shooter games;29;Real-time strategy (RTS)
2808316611537274604;12;Visual novels;51;Christian game
2817010131265647369;20;First-person party-based RPG;33;Turn-based strategy (TBS)
2824461305941289916;54;Exergame;37;Racing
2825959244306153982;46;Trivia game;21;Cultural differences
2828671849600995001;25;Life simulation;17;Roguelikes
2832026927971116977;51;Christian game;20;First-person party-based RPG
2848099327775430650;48;Advergame;13;Interactive movie
2849871838833919345;50;Casual game;10;Text adventures
2854415279610195407;16;MMORPG;23;Fantasy
2855448176673251268;25;Life simulation;13;Interactive movie
2867749032496190741;51;Christian game;41;MMO
2870522990534597367;28;Artillery game;21;Cultural differences
2880707618910495730;9;Metroidvania;55;Personalized game
2886404300077497907;11;Graphic adventures;21;Cultural differences
2898711828064843263;54;Exergame;49;Art game
2901540916281994442;41;MMO;8;Survival horror
2912963253747423750;22;Choices;52;Educational game
2920383367896264048;10;Text adventures;2;Shooter games
2922031054590347653;11;Graphic adventures;22;Choices
2922834205135021396;16;MMORPG;24;Construction and management simulation
2930920836877117605;2;Shooter games;28;Artillery game
2931110592035155936;46;Trivia game;24;Construction and management simulation
2932871953560519979;7;Rhythm games;13;Interactive movie
2933060491540884653;55;Personalized game;7;Rhythm games
2936406416030915346;12;Visual novels;27;4X game
2940191358193317519;40;Sports-based fighting;45;Logic game
2943015729972297779;30;Real-time tactics (RTT);13;Interactive movie
2966234262065969961;41;MMO;38;Sports game
2975836358512756086;37;Racing;26;Vehicle simulation
2979516647474732062;33;Turn-based strategy (TBS);22;Choices
2980795417839073124;30;Real-time tactics (RTT);56;Serious game
2983603806094036480;49;Art game;40;Sports-based fighting
3012153981000265052;46;Trivia game;25;Life simulation
3012635254387587647;45;Logic game;51;Christian game
3027293719662715867;41;MMO;16;MMORPG
3028804444808014463;52;Educational game;17;Roguelikes
3032987163302217324;35;Wargame;17;Roguelikes
3037583163214276144;25;Life simulation;52;Educational game
3059434799366853685;48;Advergame;7;Rhythm games
3084075725396280346;13;Interactive movie;46;Trivia game
3087707039416335964;41;MMO;37;Racing
3090146510397508143;48;Advergame;20;First-person party-based RPG
3090950162719934566;9;Metroidvania;44;Programming game
3095092465136955922;42;Casual games;49;Art game
3102463821580725076;22;Choices;50;Casual game
3114201418031918192;16;MMORPG;30;Real-time tactics (RTT)
3116625160754286911;11;Graphic adventures;53;Electronic sports
3117680684913369116;19;Sandbox RPG;40;Sports-based fighting
3136916005643098159;26;Vehicle simulation;38;Sports game
3138974746591773185;55;Personalized game;5;Stealth game
3141003601572324635;18;Tactical RPG;36;Grand strategy wargame
3141213268633730736;55;Personalized game;17;Roguelikes
3152959316781244591;10;Text adventures;17;Roguelikes
3157594218614228910;29;Real-time strategy (RTS);37;Racing
3159050003085280350;36;Grand strategy wargame;14;Real-time 3D adventures
3161883696616188215;42;Casual games;54;Exergame
3165558271554423325;2;Shooter games;7;Rhythm games
3166261458402369298;40;Sports-based fighting;29;Real-time strategy (RTS)
3172798330462505554;25;Life simulation;37;Racing
3174839698248143773;19;Sandbox RPG;26;Vehicle simulation
3177123123639128423;56;Serious game;20;First-person party-based RPG
3178713697099288155;29;Real-time strategy (RTS);20;First-person party-based RPG
3180023316881045504;45;Logic game;42;Casual games
3185464995472120216;17;Roguelikes;4;Beat em up games
3185987703772184672;19;Sandbox RPG;37;Racing
3192691794321980567;34;Turn-based tactics (TBT);17;Roguelikes
3193863230129858579;12;Visual novels;42;Casual games
3195300434964244642;34;Turn-based tactics (TBT);18;Tactical RPG
3198151232369149699;27;4X game;31;Multiplayer online battle arena (MOBA)
3201314729415136349;38;Sports game;29;Real-time strategy (RTS)
3211624935839149998;47;Board game / Card game;31;Multiplayer online battle arena (MOBA)
3215131955733913785;38;Sports game;27;4X game
3221600418324761602;26;Vehicle simulation;34;Turn-based tactics (TBT)
3227062578367050249;39;Competitive;30;Real-time tactics (RTT)
3239483992568596195;29;Real-time strategy (RTS);13;Interactive movie
3252876284237229407;2;Shooter games;40;Sports-based fighting
3263584014140716005;26;Vehicle simulation;42;Casual games
3269426161879137249;40;Sports-based fighting;9;Metroidvania
3277062087547123817;35;Wargame;1;Platform games
